,docId,subject,relation,object
658,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,sheriff 's office,has scheduled,physical fitness test for new would be applicants
659,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,sheriff 's office,has scheduled,physical fitness test for would be applicants
660,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,sheriff 's office,has scheduled fitness test,retirements coming up
661,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,sheriff 's office,has scheduled fitness test,With retirements coming
662,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,sheriff 's office,has scheduled,physical fitness test
663,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,sheriff,has,office
664,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,sheriff 's office,has scheduled fitness test,With retirements coming up
665,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,sheriff 's office,has scheduled,fitness test
666,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,sheriff 's office,has scheduled fitness test,retirements coming
667,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,job fair,was,perfect timing
668,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,job fair,was,timing
669,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,he,said,several people at fair
670,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,he,several people at,fair
671,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,he,said,people at fair
672,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,he,said,people
673,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,said.Chase,said,several people
674,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,he,said,several people
675,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,said.Chase,said,people at fair
676,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,he,people at,fair
677,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,said.Chase,said,several people at fair
678,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,said.Chase,said,people
679,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,Chase said.The slow job market,was,apparent
680,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,Chase said.The job market,was,apparent
681,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,Chase said.The slow job market,was,still apparent
682,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,Chase said.The job market,was apparent at,event
683,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,Chase said.The job market,was,still apparent
684,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,Chase said.The slow job market,was still apparent at,event
685,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,Chase said.The slow job market,was apparent at,event
686,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,Chase said.The job market,was still apparent at,event
687,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,Mike Howell,supervisor for,Iowa Vocational Rehabilitation Services
688,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,Steve Sesterhenn,manager of,human resources
689,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,information technology center,is in,Dubuque
690,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,had space,were,represented
691,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,had space,were represented at,fair.GMAC Mortgage
692,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,profile,apply,online
693,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,Sesterhenn,directed,applicants
694,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,profile,apply online for,openings
695,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,profile,apply online for,openings at Waterloo call center
696,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,Iowa Workforce Development,organize,event.To
697,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,more,subscribe to,newspaper
698,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,Sesterhenn said.Hawkeye Community College,worked with,Iowa Vocational Rehabilitation Services
699,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,Greater Cedar Valley Alliance,worked with,Iowa Vocational Rehabilitation Services
700,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,Ave.,is,Milwaukee
701,4V9P-VY20-TX12-N1M1-00000-00.txt,significant slump,is in,2008
702,4V9P-VY20-TX12-N1M1-00000-00.txt,it,been crazy,business
703,4V9P-VY20-TX12-N1M1-00000-00.txt,has crazy time,is in,our business
704,4V9P-VY20-TX12-N1M1-00000-00.txt,Dec. 17,was,day
705,4V9P-VY20-TX12-N1M1-00000-00.txt,Dec.,was,day
706,4V9P-VY20-TX12-N1M1-00000-00.txt,Dec. 17,was day for,period of hours
707,4V9P-VY20-TX12-N1M1-00000-00.txt,Dec. 17,was day for,period
708,4V9P-VY20-TX12-N1M1-00000-00.txt,Dec.,was day for,period of hours
709,4V9P-VY20-TX12-N1M1-00000-00.txt,Dec. 17,was magical day for,period
710,4V9P-VY20-TX12-N1M1-00000-00.txt,Dec.,was magical day for,period of hours
711,4V9P-VY20-TX12-N1M1-00000-00.txt,Dec. 17,was magical day for,period of few hours
712,4V9P-VY20-TX12-N1M1-00000-00.txt,Dec. 17,was magical day for,period of hours
713,4V9P-VY20-TX12-N1M1-00000-00.txt,Dec. 17,was day for,period of few hours
714,4V9P-VY20-TX12-N1M1-00000-00.txt,Dec.,was day for,period of few hours
715,4V9P-VY20-TX12-N1M1-00000-00.txt,Dec. 17,was,magical day
716,4V9P-VY20-TX12-N1M1-00000-00.txt,Dec.,was magical day for,period
717,4V9P-VY20-TX12-N1M1-00000-00.txt,Dec.,was,magical day
718,4V9P-VY20-TX12-N1M1-00000-00.txt,Dec.,was magical day for,period of few hours
719,4V9P-VY20-TX12-N1M1-00000-00.txt,Dec.,was day for,period
720,4V9P-VY20-TX12-N1M1-00000-00.txt,rates,were in,mid-4s
721,4V9P-VY20-TX12-N1M1-00000-00.txt,he,said at_time,year
722,4V9P-VY20-TX12-N1M1-00000-00.txt,difficult year,is in,2008
723,4V9P-VY20-TX12-N1M1-00000-00.txt,he,said at_time,year in 2008
724,4V9P-VY20-TX12-N1M1-00000-00.txt,It,was difficult,2008
725,4V9P-VY20-TX12-N1M1-00000-00.txt,he,said at_time,difficult year
726,4V9P-VY20-TX12-N1M1-00000-00.txt,he,said at_time,very difficult year
727,4V9P-VY20-TX12-N1M1-00000-00.txt,he,said at_time,difficult year in 2008
728,4V9P-VY20-TX12-N1M1-00000-00.txt,he,said at_time,very difficult year in 2008
729,4V9P-VY20-TX12-N1M1-00000-00.txt,More Realtors,are dropping,their licenses
730,4V9P-VY20-TX12-N1M1-00000-00.txt,Realtors,are dropping,their licenses
731,4V9P-VY20-TX12-N1M1-00000-00.txt,interest rates,stay at,5 percent
732,4V9P-VY20-TX12-N1M1-00000-00.txt,that,is cheap money,If interest rates for home loans stay at 5 percent
733,4V9P-VY20-TX12-N1M1-00000-00.txt,I,being,year
734,4V9P-VY20-TX12-N1M1-00000-00.txt,I,being very good year for,us
735,4V9P-VY20-TX12-N1M1-00000-00.txt,I,being good year for,us
736,4V9P-VY20-TX12-N1M1-00000-00.txt,I,look,as very good year
737,4V9P-VY20-TX12-N1M1-00000-00.txt,I,look at,2009
738,4V9P-VY20-TX12-N1M1-00000-00.txt,I,look,year for us
739,4V9P-VY20-TX12-N1M1-00000-00.txt,I,look,good year
740,4V9P-VY20-TX12-N1M1-00000-00.txt,I,look,as good year
741,4V9P-VY20-TX12-N1M1-00000-00.txt,I,being,good
742,4V9P-VY20-TX12-N1M1-00000-00.txt,I,being,good year
743,4V9P-VY20-TX12-N1M1-00000-00.txt,I,look,year
744,4V9P-VY20-TX12-N1M1-00000-00.txt,I,look,very good year for us
745,4V9P-VY20-TX12-N1M1-00000-00.txt,I,look,as good year for us
746,4V9P-VY20-TX12-N1M1-00000-00.txt,I,look,as year for us
747,4V9P-VY20-TX12-N1M1-00000-00.txt,I,look,very good year
748,4V9P-VY20-TX12-N1M1-00000-00.txt,I,look,good year for us
749,4V9P-VY20-TX12-N1M1-00000-00.txt,I,being,very good year
750,4V9P-VY20-TX12-N1M1-00000-00.txt,I,look,as very good year for us
751,4V9P-VY20-TX12-N1M1-00000-00.txt,I,being year for,us
752,4V9P-VY20-TX12-N1M1-00000-00.txt,I,look,as year
753,4V9P-VY20-TX12-N1M1-00000-00.txt,Tammie Rister,is with,office in Jerseyville
754,4V9P-VY20-TX12-N1M1-00000-00.txt,hook,is with,inquiries for home loan refinancing
755,4V9P-VY20-TX12-N1M1-00000-00.txt,office,is in,Jerseyville
756,4V9P-VY20-TX12-N1M1-00000-00.txt,people,want,to refinance
757,4V9P-VY20-TX12-N1M1-00000-00.txt,people,have closed,rates have dropped
758,4V9P-VY20-TX12-N1M1-00000-00.txt,people,want,refinance
759,4V9P-VY20-TX12-N1M1-00000-00.txt,people,have closed,because rates have dropped
760,4V9P-VY20-TX12-N1M1-00000-00.txt,rates,are going,to go
761,4V9P-VY20-TX12-N1M1-00000-00.txt,rates,are going,go
762,4V9P-VY20-TX12-N1M1-00000-00.txt,rates,are going,to go lower
763,4V9P-VY20-TX12-N1M1-00000-00.txt,rates,are going,go lower
764,4V9P-VY20-TX12-N1M1-00000-00.txt,things,will,will better economically
765,4V9P-VY20-TX12-N1M1-00000-00.txt,things,will,will better
766,4V9P-VY20-TX12-N1M1-00000-00.txt,lot,are hoping,refinance
767,4V9P-VY20-TX12-N1M1-00000-00.txt,lot,are hoping,to refinance at 4.5
768,4V9P-VY20-TX12-N1M1-00000-00.txt,lot,are hoping,refinance at 4.5
769,4V9P-VY20-TX12-N1M1-00000-00.txt,lot,are hoping,to refinance
770,4V9P-VY20-TX12-N1M1-00000-00.txt,lot,refinance at,4.5
771,4V9P-VY20-TX12-N1M1-00000-00.txt,lot,are looking,rates have gone
772,4V9P-VY20-TX12-N1M1-00000-00.txt,lot,are looking,Now rates have gone
773,4V9P-VY20-TX12-N1M1-00000-00.txt,lot,are looking,Now rates have gone lower
774,4V9P-VY20-TX12-N1M1-00000-00.txt,lot,are looking,rates have gone lower
775,4V9P-VY20-TX12-N1M1-00000-00.txt,lot,are looking at,15 - year loans
776,4V9P-VY20-TX12-N1M1-00000-00.txt,them,get,benefit possible
777,4V9P-VY20-TX12-N1M1-00000-00.txt,them,get,best benefit possible
778,4V9P-VY20-TX12-N1M1-00000-00.txt,he,seen about,just everything
779,4V9P-VY20-TX12-N1M1-00000-00.txt,John Meile,officer with,First Integrity Mortgage
780,4V9P-VY20-TX12-N1M1-00000-00.txt,County,is in,Madison
781,4V9P-VY20-TX12-N1M1-00000-00.txt,loan officer,is with,First Integrity Mortgage
782,4V9P-VY20-TX12-N1M1-00000-00.txt,he,seen about,everything
783,4V9P-VY20-TX12-N1M1-00000-00.txt,everything,is in,home loan business
784,4V9P-VY20-TX12-N1M1-00000-00.txt,First Integrity Mortgage,is in,Swansea
785,4V9P-VY20-TX12-N1M1-00000-00.txt,he,seen about,just everything in home loan business
786,4V9P-VY20-TX12-N1M1-00000-00.txt,he,seen about,everything in home loan business
787,4V9P-VY20-TX12-N1M1-00000-00.txt,many accounts,is in,County
788,4V9P-VY20-TX12-N1M1-00000-00.txt,He,expects,2009 loan rates
789,4V9P-VY20-TX12-N1M1-00000-00.txt,he,said,loan companies made
790,4V9P-VY20-TX12-N1M1-00000-00.txt,he,said,Before loan companies made
791,4V9P-VY20-TX12-N1M1-00000-00.txt,companies,have vowed,not to do again
792,4V9P-VY20-TX12-N1M1-00000-00.txt,companies,have vowed,not do again
793,4V9P-VY20-TX12-N1M1-00000-00.txt,companies,have vowed,not do
794,4V9P-VY20-TX12-N1M1-00000-00.txt,companies,have vowed,not to do
795,4V9P-VY20-TX12-N1M1-00000-00.txt,people,claim,their interest taxes
796,4V9P-VY20-TX12-N1M1-00000-00.txt,Madison County residents,is in,their loan financing arrangements.He
797,4V9P-VY20-TX12-N1M1-00000-00.txt,Meile,has spent,much working
798,4V9P-VY20-TX12-N1M1-00000-00.txt,Meile,has spent,much of his career working with Madison County residents in their loan financing arrangements.He
799,4V9P-VY20-TX12-N1M1-00000-00.txt,Meile,has spent,much working with Madison County residents in their loan financing arrangements.He
800,4V9P-VY20-TX12-N1M1-00000-00.txt,Meile,has spent,much working with Madison County residents
801,4V9P-VY20-TX12-N1M1-00000-00.txt,Meile,has spent,much of his career working
802,4V9P-VY20-TX12-N1M1-00000-00.txt,Meile,has spent,much of his career
803,4V9P-VY20-TX12-N1M1-00000-00.txt,Meile,has spent,much of his career working with Madison County residents
804,4V9P-VY20-TX12-N1M1-00000-00.txt,County,is,Madison
805,4V9P-VY20-TX12-N1M1-00000-00.txt,this,is great,consider
806,4V9P-VY20-TX12-N1M1-00000-00.txt,Meile,has spent,much
807,4V9P-VY20-TX12-N1M1-00000-00.txt,Fed,is,bound
808,4V9P-VY20-TX12-N1M1-00000-00.txt,Fed,help,market rebound
809,4V9P-VY20-TX12-N1M1-00000-00.txt,interest rates,make,it attractive for home owners
810,4V9P-VY20-TX12-N1M1-00000-00.txt,Fed,get,interest rates low
811,4V9P-VY20-TX12-N1M1-00000-00.txt,interest rates,make,it attractive
812,4V9P-VY20-TX12-N1M1-00000-00.txt,Fed,get,interest rates
813,4V9P-VY20-TX12-N1M1-00000-00.txt,interest rates low,make,it attractive for home owners
814,4V9P-VY20-TX12-N1M1-00000-00.txt,it,attractive for,home owners
815,4V9P-VY20-TX12-N1M1-00000-00.txt,interest rates low,make,it attractive
816,4V9P-VY20-TX12-N1M1-00000-00.txt,Charlene Walker,Realtor for,23 years
817,4V9P-VY20-TX12-N1M1-00000-00.txt,Charlene Walker,Realtor with,Max Preferred Partners
818,4V9P-VY20-TX12-N1M1-00000-00.txt,Realtor,is with,Max Preferred Partners
819,4V9P-VY20-TX12-N1M1-00000-00.txt,many,news about,real estate market
820,4V9P-VY20-TX12-N1M1-00000-00.txt,many,negative news about,estate market
821,4V9P-VY20-TX12-N1M1-00000-00.txt,many,negative news about,real estate market
822,4V9P-VY20-TX12-N1M1-00000-00.txt,many,news about,estate market
823,4V9P-VY20-TX12-N1M1-00000-00.txt,It,is great time,to buy
824,4V9P-VY20-TX12-N1M1-00000-00.txt,It,is great time,buy
825,4V9P-VY20-TX12-N1M1-00000-00.txt,It,is time,to buy
826,4V9P-VY20-TX12-N1M1-00000-00.txt,It,is time,buy
827,4V9P-VY20-TX12-N1M1-00000-00.txt,It,is great,buy
828,4V9P-VY20-TX12-N1M1-00000-00.txt,I,am optimistic at,way
829,4V9P-VY20-TX12-N1M1-00000-00.txt,I,am very optimistic at,way
830,4V9P-VY20-TX12-N1M1-00000-00.txt,I,am,optimistic
831,4V9P-VY20-TX12-N1M1-00000-00.txt,I,am,very optimistic
832,4V9P-VY20-TX12-N1M1-00000-00.txt,dan_brannan@thetelegraph.comTo,see,more
833,4V9P-VY20-TX12-N1M1-00000-00.txt,dan_brannan@thetelegraph.comTo,see,more of Telegraph
834,4V9P-VY20-TX12-N1M1-00000-00.txt,dan_brannan@thetelegraph.comTo,subscribe to,newspaper
835,4V9P-VY20-TX12-N1M1-00000-00.txt,Ave.,is,Milwaukee
836,4T6N-D1B0-TX12-N0W2-00000-00.txt,overall economic growth,is in,April - June quarter
837,4T6N-D1B0-TX12-N0W2-00000-00.txt,big surge,is in,oil prices
838,4T6N-D1B0-TX12-N0W2-00000-00.txt,lowest level,is in,three months
839,4T6N-D1B0-TX12-N0W2-00000-00.txt,Stocks,took tumble as,gloomy news from JPMorgan Chase
840,4T6N-D1B0-TX12-N0W2-00000-00.txt,Stocks,took tumble as,gloomy news
841,4T6N-D1B0-TX12-N0W2-00000-00.txt,Stocks,took tumble as,news from JPMorgan Chase
842,4T6N-D1B0-TX12-N0W2-00000-00.txt,Stocks,took,tumble
843,4T6N-D1B0-TX12-N0W2-00000-00.txt,Stocks,took tumble as,news
844,4T6N-D1B0-TX12-N0W2-00000-00.txt,Dow Jones average,fell,close
845,4T6N-D1B0-TX12-N0W2-00000-00.txt,Dow Jones industrial average,fell,close at 139.88
846,4T6N-D1B0-TX12-N0W2-00000-00.txt,Dow Jones average,fell,close at 139.88
847,4T6N-D1B0-TX12-N0W2-00000-00.txt,Dow Jones industrial average,fell,to close
848,4T6N-D1B0-TX12-N0W2-00000-00.txt,Dow Jones average,fell,to close at 139.88
849,4T6N-D1B0-TX12-N0W2-00000-00.txt,Dow Jones industrial average,fell,close
850,4T6N-D1B0-TX12-N0W2-00000-00.txt,Dow Jones average,fell,139.88 points
851,4T6N-D1B0-TX12-N0W2-00000-00.txt,Dow Jones industrial average,fell,to close at 139.88
852,4T6N-D1B0-TX12-N0W2-00000-00.txt,Dow Jones industrial average,fell,139.88 points
853,4T6N-D1B0-TX12-N0W2-00000-00.txt,Dow Jones average,fell,to close
854,4T6N-D1B0-TX12-N0W2-00000-00.txt,139.88 points,close at,139.88
855,4T6N-D1B0-TX12-N0W2-00000-00.txt,trade,has,has economy 's standout performer
856,4T6N-D1B0-TX12-N0W2-00000-00.txt,economy,has,performer
857,4T6N-D1B0-TX12-N0W2-00000-00.txt,trade,has,Over past four quarters has economy 's standout performer
858,4T6N-D1B0-TX12-N0W2-00000-00.txt,economists,be in,recession at moment
859,4T6N-D1B0-TX12-N0W2-00000-00.txt,economists,be in,certainly recession at moment
860,4T6N-D1B0-TX12-N0W2-00000-00.txt,economists,be in,almost certainly recession
861,4T6N-D1B0-TX12-N0W2-00000-00.txt,economists,believe,country
862,4T6N-D1B0-TX12-N0W2-00000-00.txt,economists,be in,certainly recession
863,4T6N-D1B0-TX12-N0W2-00000-00.txt,It,has contributed,four fifths
864,4T6N-D1B0-TX12-N0W2-00000-00.txt,economists,be in,recession
865,4T6N-D1B0-TX12-N0W2-00000-00.txt,economists,be in,almost certainly recession at moment
866,4T6N-D1B0-TX12-N0W2-00000-00.txt,Analysts,worry,how long export boom can last
867,4T6N-D1B0-TX12-N0W2-00000-00.txt,Analysts,worry,about export boom can last however
868,4T6N-D1B0-TX12-N0W2-00000-00.txt,Analysts,worry,long export boom can last
869,4T6N-D1B0-TX12-N0W2-00000-00.txt,America,of,biggest overseas markets
870,4T6N-D1B0-TX12-N0W2-00000-00.txt,Analysts,worry,how long export boom can last however
871,4T6N-D1B0-TX12-N0W2-00000-00.txt,Analysts,worry,export boom can last
872,4T6N-D1B0-TX12-N0W2-00000-00.txt,Analysts,worry,about long export boom can last however
873,4T6N-D1B0-TX12-N0W2-00000-00.txt,Analysts,worry,long export boom can last however
874,4T6N-D1B0-TX12-N0W2-00000-00.txt,Analysts,worry,about how long export boom can last
875,4T6N-D1B0-TX12-N0W2-00000-00.txt,Analysts,worry,about export boom can last
876,4T6N-D1B0-TX12-N0W2-00000-00.txt,Analysts,worry,export boom can last however
877,4T6N-D1B0-TX12-N0W2-00000-00.txt,Analysts,worry,about long export boom can last
878,4T6N-D1B0-TX12-N0W2-00000-00.txt,significant decline,is in,value of dollar
879,4T6N-D1B0-TX12-N0W2-00000-00.txt,it,cool boom in,exports
880,4T6N-D1B0-TX12-N0W2-00000-00.txt,their,slowdown,greater likelihood
881,4T6N-D1B0-TX12-N0W2-00000-00.txt,Nigel Gault,economist at,Global Insight
882,4T6N-D1B0-TX12-N0W2-00000-00.txt,weak dollar,has become,driver
883,4T6N-D1B0-TX12-N0W2-00000-00.txt,dollar,driver of,growth
884,4T6N-D1B0-TX12-N0W2-00000-00.txt,weak dollar,has become,driver of economic growth
885,4T6N-D1B0-TX12-N0W2-00000-00.txt,dollar,driver of,economic growth
886,4T6N-D1B0-TX12-N0W2-00000-00.txt,dollar,has become,driver
887,4T6N-D1B0-TX12-N0W2-00000-00.txt,weak dollar,has become,major driver
888,4T6N-D1B0-TX12-N0W2-00000-00.txt,weak dollar,driver of,economic growth
889,4T6N-D1B0-TX12-N0W2-00000-00.txt,weak dollar,has become,major driver of growth
890,4T6N-D1B0-TX12-N0W2-00000-00.txt,weak dollar,has become,major driver of economic growth
891,4T6N-D1B0-TX12-N0W2-00000-00.txt,weak dollar,has become,driver of growth
892,4T6N-D1B0-TX12-N0W2-00000-00.txt,weak dollar,major driver of,economic growth
893,4T6N-D1B0-TX12-N0W2-00000-00.txt,dollar,has become,driver of growth
894,4T6N-D1B0-TX12-N0W2-00000-00.txt,dollar,has become,major driver of growth
895,4T6N-D1B0-TX12-N0W2-00000-00.txt,dollar,has become,major driver of economic growth
896,4T6N-D1B0-TX12-N0W2-00000-00.txt,weak dollar,major driver of,growth
897,4T6N-D1B0-TX12-N0W2-00000-00.txt,Joel Naroff,economist at,Naroff Economic Advisors
898,4T6N-D1B0-TX12-N0W2-00000-00.txt,weak dollar,driver of,growth
899,4T6N-D1B0-TX12-N0W2-00000-00.txt,dollar,has become,major driver
900,4T6N-D1B0-TX12-N0W2-00000-00.txt,dollar,major driver of,economic growth
901,4T6N-D1B0-TX12-N0W2-00000-00.txt,dollar,has become,driver of economic growth
902,4T6N-D1B0-TX12-N0W2-00000-00.txt,dollar,major driver of,growth
903,4T6N-D1B0-TX12-N0W2-00000-00.txt,U.S. goods,become,competitive on markets.Exports of goods
904,4T6N-D1B0-TX12-N0W2-00000-00.txt,U.S. goods,become,rose to record of percentage gain since February 2004
905,4T6N-D1B0-TX12-N0W2-00000-00.txt,U.S. goods,become,rose to record since February 2004
906,4T6N-D1B0-TX12-N0W2-00000-00.txt,U.S. goods,rose to,record of percentage gain
907,4T6N-D1B0-TX12-N0W2-00000-00.txt,U.S. goods,become,more competitive on overseas markets.Exports of goods
908,4T6N-D1B0-TX12-N0W2-00000-00.txt,major export category,posted gains in,June
909,4T6N-D1B0-TX12-N0W2-00000-00.txt,major export category,posted,impressive gains
910,4T6N-D1B0-TX12-N0W2-00000-00.txt,U.S. goods,become,competitive on markets.Exports
911,4T6N-D1B0-TX12-N0W2-00000-00.txt,U.S. goods,become,more competitive on markets.Exports of goods
912,4T6N-D1B0-TX12-N0W2-00000-00.txt,U.S. goods,become,rose
913,4T6N-D1B0-TX12-N0W2-00000-00.txt,U.S. goods,become,more competitive on markets.Exports
914,4T6N-D1B0-TX12-N0W2-00000-00.txt,U.S. goods,become,more competitive on overseas markets.Exports
915,4T6N-D1B0-TX12-N0W2-00000-00.txt,major export category,posted gains on,sales
916,4T6N-D1B0-TX12-N0W2-00000-00.txt,U.S. goods,rose to,record of biggest percentage gain
917,4T6N-D1B0-TX12-N0W2-00000-00.txt,U.S. goods,become,rose to record of percentage gain
918,4T6N-D1B0-TX12-N0W2-00000-00.txt,U.S. goods,become,rose since February 2004
919,4T6N-D1B0-TX12-N0W2-00000-00.txt,U.S. goods,become,competitive on overseas markets.Exports of goods
920,4T6N-D1B0-TX12-N0W2-00000-00.txt,U.S. goods,become,rose to record of biggest percentage gain
921,4T6N-D1B0-TX12-N0W2-00000-00.txt,major export category,posted,gains
922,4T6N-D1B0-TX12-N0W2-00000-00.txt,U.S. goods,become,rose to record
923,4T6N-D1B0-TX12-N0W2-00000-00.txt,U.S. goods,rose to,record
924,4T6N-D1B0-TX12-N0W2-00000-00.txt,U.S. goods,become,rose to record of biggest percentage gain since February 2004
925,4T6N-D1B0-TX12-N0W2-00000-00.txt,U.S. goods,become,competitive
926,4T6N-D1B0-TX12-N0W2-00000-00.txt,U.S. goods,become,more competitive
927,4T6N-D1B0-TX12-N0W2-00000-00.txt,U.S. goods,rose since,February 2004
928,4T6N-D1B0-TX12-N0W2-00000-00.txt,U.S. goods,become,competitive on overseas markets.Exports
929,4T6N-D1B0-TX12-N0W2-00000-00.txt,year.Imports,totaling,$ 221.2 billion up 1.8 percent
930,4T6N-D1B0-TX12-N0W2-00000-00.txt,year.Imports,also rose in,June
931,4T6N-D1B0-TX12-N0W2-00000-00.txt,year.Imports,rose in,June
932,4T6N-D1B0-TX12-N0W2-00000-00.txt,Frank Vargo,president at,National Association of Manufacturers
933,4T6N-D1B0-TX12-N0W2-00000-00.txt,year.Imports,totaling,$ 221.2 billion up 1.8 percent from May level
934,4T6N-D1B0-TX12-N0W2-00000-00.txt,Frank Vargo,president for,international affairs
935,4T6N-D1B0-TX12-N0W2-00000-00.txt,year.Imports,also rose to,record
936,4T6N-D1B0-TX12-N0W2-00000-00.txt,year.Imports,rose to,record
937,4T6N-D1B0-TX12-N0W2-00000-00.txt,year.Imports,totaling,$ 221.2 billion
938,4T6N-D1B0-TX12-N0W2-00000-00.txt,increase,was driven by,14.6 percent surge
939,4T6N-D1B0-TX12-N0W2-00000-00.txt,14.6 percent surge,is in,petroleum imports
940,4T6N-D1B0-TX12-N0W2-00000-00.txt,increase,was driven by,14.6 percent surge in petroleum imports
941,4T6N-D1B0-TX12-N0W2-00000-00.txt,weak economy,first half of,year
942,4T6N-D1B0-TX12-N0W2-00000-00.txt,weak economy,half of,year
943,4T6N-D1B0-TX12-N0W2-00000-00.txt,trade deficit,is running at,annual rate
944,4T6N-D1B0-TX12-N0W2-00000-00.txt,trade deficit,is running at,rate of
945,4T6N-D1B0-TX12-N0W2-00000-00.txt,economy,half of,year
946,4T6N-D1B0-TX12-N0W2-00000-00.txt,trade deficit,is running at,rate
947,4T6N-D1B0-TX12-N0W2-00000-00.txt,trade deficit,is running at,annual rate of
948,4T6N-D1B0-TX12-N0W2-00000-00.txt,last year,from,deficit of
949,4T6N-D1B0-TX12-N0W2-00000-00.txt,economy,first half of,year
950,4T6N-D1B0-TX12-N0W2-00000-00.txt,deficit,was,improvement after five straight years of record deficits.The Bush administration said
951,4T6N-D1B0-TX12-N0W2-00000-00.txt,deficit,was,marking improvement after straight years of record deficits.The Bush administration said
952,4T6N-D1B0-TX12-N0W2-00000-00.txt,2007 deficit,was,first improvement after five straight years of record deficits.The Bush administration said
953,4T6N-D1B0-TX12-N0W2-00000-00.txt,2007 deficit,was,marking first improvement after five straight years of record deficits.The Bush administration said
954,4T6N-D1B0-TX12-N0W2-00000-00.txt,2007 deficit,was,marking first annual improvement after five straight years of record deficits.The Bush administration said
955,4T6N-D1B0-TX12-N0W2-00000-00.txt,deficit,was,annual improvement after straight years of record deficits.The Bush administration said
956,4T6N-D1B0-TX12-N0W2-00000-00.txt,deficit,was,marking improvement after five straight years of record deficits.The Bush administration said
957,4T6N-D1B0-TX12-N0W2-00000-00.txt,2007 deficit,was,annual improvement after straight years of record deficits.The Bush administration said
958,4T6N-D1B0-TX12-N0W2-00000-00.txt,2007 deficit,was,marking first improvement after straight years of record deficits.The Bush administration said
959,4T6N-D1B0-TX12-N0W2-00000-00.txt,president 's trade policies,open,markets
960,4T6N-D1B0-TX12-N0W2-00000-00.txt,deficit,was,marking annual improvement after five straight years of record deficits.The Bush administration said
961,4T6N-D1B0-TX12-N0W2-00000-00.txt,2007 deficit,was,first improvement after straight years of record deficits.The Bush administration said
962,4T6N-D1B0-TX12-N0W2-00000-00.txt,deficit,was,marking annual improvement after straight years of record deficits.The Bush administration said
963,4T6N-D1B0-TX12-N0W2-00000-00.txt,2007 deficit,was,first annual improvement after straight years of record deficits.The Bush administration said
964,4T6N-D1B0-TX12-N0W2-00000-00.txt,deficit,was,marking first improvement after five straight years of record deficits.The Bush administration said
965,4T6N-D1B0-TX12-N0W2-00000-00.txt,deficit,was,improvement after straight years of record deficits.The Bush administration said
966,4T6N-D1B0-TX12-N0W2-00000-00.txt,deficit,was,first annual improvement after five straight years of record deficits.The Bush administration said
967,4T6N-D1B0-TX12-N0W2-00000-00.txt,deficit,was,marking first annual improvement after straight years of record deficits.The Bush administration said
968,4T6N-D1B0-TX12-N0W2-00000-00.txt,2007 deficit,was,marking annual improvement after five straight years of record deficits.The Bush administration said
969,4T6N-D1B0-TX12-N0W2-00000-00.txt,continued surge,is in,exports
